year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2016,3,1367,1.3 B,Akhannouch,Aziz,Aziz Akhannouch & family,1961-01-01,55,Male,Morocco,Morocco,Casablanca,Diversified,['Diversified'],,,False,Decreased
2016,3,1367,1.3 B,An,Kang,An Kang,1949-01-01,67,Male,China,China,Xinxiang,Healthcare,['Healthcare'],,,True,Increased
2016,3,1367,1.3 B,Ansin,Edmund,Edmund Ansin,1936-03-09,79,Male,United States,United States,Miami Beach,Media & Entertainment,['Media & Entertainment'],"Sunbeam Television, Corp.",President,False,Decreased
2016,3,1367,1.3 B,Arkin,Mori,Mori Arkin,1952-09-24,63,Male,Israel,Israel,Herzliya Pituach,Healthcare,['Healthcare'],,,True,Remained Even
2016,3,1367,1.3 B,Aydinlar,Mehmet,Mehmet Aydinlar,1956-07-27,59,Male,Turkey,Turkey,Istanbul,Healthcare,['Healthcare'],,,True,Remained Even
2016,3,1367,1.3 B,Bacaksiz,Sezai,Sezai Bacaksiz,1949-07-27,66,Male,Turkey,Turkey,Ankara,Diversified,['Diversified'],,,True,Returned to List
2016,3,1367,1.3 B,Baumann-Blocher,Miriam,Miriam Baumann-Blocher,1975-01-01,41,Female,Switzerland,Switzerland,Rheinfelden,Manufacturing,['Manufacturing'],,,False,Remained Even
2016,3,1367,1.3 B,Beaufour,Anne,Anne Beaufour,1963-08-08,52,Female,France,Switzerland,Clarens,Healthcare,['Healthcare'],,,False,Increased
2016,3,1367,1.3 B,Beaufour,Henri,Henri Beaufour,1965-06-01,50,Male,France,United Kingdom,London,Healthcare,['Healthcare'],,,False,Increased
2016,3,1367,1.3 B,Boholyubov,Henadiy,Henadiy Boholyubov,1962-01-01,54,Male,Ukraine,Ukraine,Dneptopetrovsk,Diversified,['Diversified'],,,True,Increased
2016,3,1367,1.3 B,Booth,David,David Booth,1946-01-01,70,Male,United States,United States,Austin,Finance and Investments,['Finance and Investments'],Dimensional Fund Advisors,chairman and CEO,True,Decreased
2016,3,1367,1.3 B,Burman,Anand,Anand Burman,1952-05-05,63,Male,India,India,Delhi,Food and Beverage,['Food and Beverage'],,,False,Decreased
2016,3,1367,1.3 B,Calik,Ahmet,Ahmet Calik,1958-03-01,58,Male,Turkey,Turkey,Istanbul,Diversified,['Diversified'],,,True,Decreased
2016,3,1367,1.3 B,Case,Steve,Steve Case,1958-08-21,57,Male,United States,United States,McLean,Technology,['Technology'],,,True,Decreased
2016,3,1367,1.3 B,Chambers,Herb,Herb Chambers,1942-01-01,74,Male,United States,United States,Boston,Automotive,['Automotive'],,,True,
2016,3,1367,1.3 B,Chan,C.F.,C.F. Chan,1918-04-18,97,Male,Hong Kong,,,Real Estate,['Real Estate'],,,True,
2016,3,1367,1.3 B,Chang,Pyung-Soon,Chang Pyung-Soon,1951-01-03,65,Male,South Korea,South Korea,Seoul,Service,['Service'],Kyowon Group,,True,Increased
2016,3,1367,1.3 B,Chao,Teng-Hsiung,Chao Teng-Hsiung,1944-01-01,72,Male,Taiwan,Taiwan,Taipei,Real Estate,['Real Estate'],,,True,Decreased
2016,3,1367,1.3 B,Chen,Baozhen,Chen Baozhen,1943-01-22,73,Female,China,China,Xiamen,Technology,['Technology'],,,True,
2016,3,1367,1.3 B,Choo,Chong Ngen,Choo Chong Ngen,1953-04-21,62,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,True,Increased
2016,3,1367,1.3 B,Ciner,Turgay,Turgay Ciner,1956-03-01,60,Male,Turkey,Turkey,Istanbul,Diversified,['Diversified'],,,True,Increased
2016,3,1367,1.3 B,D'Amours,Jacques,Jacques D'Amours,1956-12-08,59,Male,Canada,Canada,Montreal,Fashion & Retail,['Fashion & Retail'],Alimentation Couche Tard Inc. Cl A,Entrepreneur,True,Remained Even
2016,3,1367,1.3 B,Denegri,Gustavo,Gustavo Denegri,1936-01-01,80,Male,Italy,Italy,torino,Healthcare,['Healthcare'],,,True,Increased
2016,3,1367,1.3 B,Dixon,Mark,Mark Dixon,1959-02-11,57,Male,United Kingdom,United Kingdom,Chertsey,Real Estate,['Real Estate'],,,True,Increased
2016,3,1367,1.3 B,Dolce,Domenico,Domenico Dolce,1958-08-13,57,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2016,3,1367,1.3 B,Edson,John,John Edson,1932-05-08,83,Male,United States,United States,Jackson,Manufacturing,['Manufacturing'],,,True,Remained Even
2016,3,1367,1.3 B,Edwards,N. Murray,N. Murray Edwards,1959-12-10,56,Male,Canada,United Kingdom,London,Energy,['Energy'],,,True,Decreased
2016,3,1367,1.3 B,Ell,Bob,Bob Ell,1944-12-22,71,Male,Australia,Australia,Surfers Paradise,Construction & Engineering,['Construction & Engineering'],,,True,Increased
2016,3,1367,1.3 B,Erni,Marcel,Marcel Erni,1965-01-01,51,Male,Switzerland,Switzerland,Zug,Finance and Investments,['Finance and Investments'],,,True,
2016,3,1367,1.3 B,Escarrer,Gabriel,Gabriel Escarrer,1935-03-02,80,Male,Spain,Spain,Palma de Majorca,Service,['Service'],,,True,Decreased
2016,3,1367,1.3 B,Ford,Martha,Martha Ford,1925-09-16,90,Female,United States,United States,Grosse Pointe,Automotive,['Automotive'],,,False,Decreased
2016,3,1367,1.3 B,Forrest,Andrew,Andrew Forrest,1961-11-18,54,Male,Australia,Australia,Perth,Metals & Mining,['Metals & Mining'],,,True,Decreased
2016,3,1367,1.3 B,Frey,Walter,Walter Frey,1943-07-30,72,Male,Switzerland,Switzerland,Küsnacht,Automotive,['Automotive'],,,False,Decreased
2016,3,1367,1.3 B,Gabbana,Stefano,Stefano Gabbana,1962-11-14,53,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2016,3,1367,1.3 B,Gantner,Alfred,Alfred Gantner,1968-04-01,47,Male,Switzerland,Switzerland,Zug,Finance and Investments,['Finance and Investments'],,,True,
2016,3,1367,1.3 B,Geiger,Reinold,Reinold Geiger,1947-07-10,68,Male,Austria,Switzerland,Geneva,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2016,3,1367,1.3 B,Gittinger,Anne,Anne Gittinger,1936-01-01,80,Female,United States,United States,Seattle,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2016,3,1367,1.3 B,Goenka,Harsh,Harsh Goenka,1957-12-10,58,Male,India,India,Mumbai,Diversified,['Diversified'],,,False,Remained Even
2016,3,1367,1.3 B,Goenka,Radhe Shyam,Radhe Shyam Goenka,1946-02-01,70,Male,India,India,Kolkata,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2016,3,1367,1.3 B,Haji-Ioannou,Polys,Polys Haji-Ioannou,1960-01-11,56,Male,Cyprus,Monaco,Monaco,Service,['Service'],,,False,Remained Even
2016,3,1367,1.3 B,Hamied,Yusuf,Yusuf Hamied,1936-07-26,79,Male,India,India,Mumbai,Healthcare,['Healthcare'],,,False,Decreased
2016,3,1367,1.3 B,Harmsworth,Jonathan,Jonathan Harmsworth,1967-12-03,48,Male,United Kingdom,United Kingdom,London,Media & Entertainment,['Media & Entertainment'],,,False,Decreased
2016,3,1367,1.3 B,Hellmann,Jost,Jost Hellmann,1953-01-29,63,Male,Germany,Germany,Hamburg,Logistics,['Logistics'],,,False,
2016,3,1367,1.3 B,Hellmann,Klaus,Klaus Hellmann,1949-01-03,67,Male,Germany,Germany,Osnabruck,Logistics,['Logistics'],,,False,
2016,3,1367,1.3 B,Helmig,Lutz Mario,Lutz Mario Helmig,1946-08-29,69,Male,Germany,Germany,Grebenhain,Healthcare,['Healthcare'],,,True,Decreased
2016,3,1367,1.3 B,Hiranandani,Asok Kumar,Asok Kumar Hiranandani,1954-11-28,61,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,Artist,False,Decreased
2016,3,1367,1.3 B,Hua,Yong,Hua Yong,1964-01-01,52,Male,China,China,Hangzhou,Technology,['Technology'],,,True,
2016,3,1367,1.3 B,Huang,Li,Huang Li,1963-06-27,52,Male,China,China,Wuhan,Technology,['Technology'],,,True,Decreased
2016,3,1367,1.3 B,Huang,Qisen,Huang Qisen,1965-01-12,51,Male,China,China,Fuzhou,Real Estate,['Real Estate'],,,True,Decreased
2016,3,1367,1.3 B,Huang,Zhenda,Huang Zhenda & family,1947-09-01,68,Male,China,China,Shantou,Construction & Engineering,['Construction & Engineering'],,,True,Decreased
2016,3,1367,1.3 B,Hung,Yau Lit,Hung Yau Lit,1962-01-01,54,Male,China,Hong Kong,Hong Kong,Fashion and Retail,['Fashion and Retail'],,,True,
2016,3,1367,1.3 B,Kaercher,Johannes,Johannes Kaercher,1950-12-24,65,Male,Germany,Germany,Winnenden,Manufacturing,['Manufacturing'],,,False,
2016,3,1367,1.3 B,Kanjanapas,Keeree,Keeree Kanjanapas,1950-01-01,66,Male,Thailand,Thailand,Bangkok,Real Estate,['Real Estate'],,,True,Decreased
2016,3,1367,1.3 B,Kei,Hoi Pang,Kei Hoi Pang,1966-01-01,50,Male,China,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,True,Decreased
2016,3,1367,1.3 B,Kimmel,Sidney,Sidney Kimmel,1928-01-16,88,Male,United States,United States,New York,Fashion & Retail,['Fashion & Retail'],,,True,Remained Even
2016,3,1367,1.3 B,Klarman,Seth,Seth Klarman,1957-05-01,58,Male,United States,United States,Chestnut Hill,Finance and Investments,['Finance and Investments'],Baupost Group,Investor,True,Decreased
2016,3,1367,1.3 B,Kolomoyskyy,Ihor,Ihor Kolomoyskyy,1963-02-13,53,Male,Ukraine,Ukraine,Kiev,Diversified,['Diversified'],,,True,Remained Even
2016,3,1367,1.3 B,Laliberte,Guy,Guy Laliberte,1960-01-01,56,Male,Canada,Canada,Montreal,Media & Entertainment,['Media & Entertainment'],Cirque du Soleil,Cofounder and CEO,True,Decreased
2016,3,1367,1.3 B,Lee,Hwa-Kyung,Lee Hwa-Kyung,1956-02-15,60,Female,South Korea,South Korea,Seoul,Food and Beverage,['Food and Beverage'],Orion,,False,Decreased
2016,3,1367,1.3 B,Leininger,James,James Leininger,1945-03-30,70,Male,United States,United States,San Antonio,Healthcare,['Healthcare'],,,True,Remained Even
2016,3,1367,1.3 B,Li,Weiwei,Li Weiwei,1977-01-01,39,Male,China,China,Shanghai,Technology,['Technology'],,,True,
2016,3,1367,1.3 B,Liang,Guangwei,Liang Guangwei,1963-09-01,52,Male,China,China,Shenzhen,Manufacturing,['Manufacturing'],,,True,Remained Even
2016,3,1367,1.3 B,Lin,Ming-Hsiung,Lin Ming-Hsiung,1950-01-01,66,Male,Taiwan,Taiwan,Taipei,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2016,3,1367,1.3 B,Lin,Scott,Scott Lin & family,,,Male,Taiwan,Taiwan,Taichung,Technology,['Technology'],,,True,Decreased
2016,3,1367,1.3 B,Lu,Di,Lu Di,,,Male,China,China,Shenzhen,Technology,['Technology'],,Investor,True,
2016,3,1367,1.3 B,Miao,Shouliang,Miao Shouliang,1955-01-01,61,Male,China,China,Shenzhen,Real Estate,['Real Estate'],,,True,Remained Even
2016,3,1367,1.3 B,Moratti,Gian Marco,Gian Marco Moratti,1936-11-29,79,Male,Italy,,,Energy,['Energy'],,,False,Increased
2016,3,1367,1.3 B,Ou,Zongrong,Ou Zongrong,1964-01-01,52,Male,China,China,Fuzhou,Real Estate,['Real Estate'],,,True,
2016,3,1367,1.3 B,Ozdemir,Nihat,Nihat Ozdemir,1950-04-05,65,Male,Turkey,Turkey,Ankara,Diversified,['Diversified'],,,True,Returned to List
2016,3,1367,1.3 B,Persson,Markus,Markus Persson,1979-06-01,36,Male,Sweden,Sweden,Stockholm,Media & Entertainment,['Media & Entertainment'],,Entrepreneur,True,Remained Even
2016,3,1367,1.3 B,Pohl-Stroeher,Erika,Erika Pohl-Stroeher,1919-01-18,97,Female,Germany,Switzerland,Ferpicloz,Fashion and Retail,['Fashion and Retail'],,,False,Remained Even
2016,3,1367,1.3 B,Reinsdorf,Jerry,Jerry Reinsdorf,1936-02-25,80,Male,United States,United States,Chicago,Sports,['Sports'],,,True,Remained Even
2016,3,1367,1.3 B,Ren,Jianhua,Ren Jianhua,1956-08-01,59,Male,China,China,Hangzhou,Manufacturing,['Manufacturing'],,,True,
2016,3,1367,1.3 B,Ricketts,J. Joe,J. Joe Ricketts,1941-07-16,74,Male,United States,United States,Little Jackson Hole,Finance and Investments,['Finance and Investments'],,,True,Decreased
2016,3,1367,1.3 B,Roberts,Brian,Brian Roberts,1959-06-28,56,Male,United States,United States,Philadelphia,Service,['Service'],,,False,Decreased
2016,3,1367,1.3 B,Roig,Fernando,Fernando Roig,1947-06-25,68,Male,Spain,Spain,Valencia,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2016,3,1367,1.3 B,Rovt,Alexander,Alexander Rovt,1952-07-23,63,Male,United States,United States,New York,Manufacturing,['Manufacturing'],,,True,Increased
2016,3,1367,1.3 B,Safra,Lily,Lily Safra,1938-01-01,78,Female,Monaco,United Kingdom,London,Finance and Investments,['Finance and Investments'],,,False,Remained Even
2016,3,1367,1.3 B,Sandell,Thomas,Thomas Sandell,1961-02-01,55,Male,Sweden,United Kingdom,London,Finance and Investments,['Finance and Investments'],Sandell Asset Management,Founder,True,Remained Even
2016,3,1367,1.3 B,Schleifer,Leonard,Leonard Schleifer,1952-07-07,63,Male,United States,United States,Tarrytown,Healthcare,['Healthcare'],Regeneron Pharmaceuticals,CEO and Founder,True,Remained Even
2016,3,1367,1.3 B,Schlosberg,Hilton,Hilton Schlosberg,1953-01-01,63,Male,United Kingdom,United States,Irvine,Food and Beverage,['Food and Beverage'],,,True,Decreased
2016,3,1367,1.3 B,Shao,Zhongyi,Shao Zhongyi,1968-08-24,47,Male,China,China,Rizhao,Food and Beverage,['Food and Beverage'],,,True,Decreased
2016,3,1367,1.3 B,Susanto,Djoko,Djoko Susanto,1950-02-09,66,Male,Indonesia,Indonesia,Jakarta,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2016,3,1367,1.3 B,Tanoto,Sukanto,Sukanto Tanoto,1949-12-25,66,Male,Indonesia,Singapore,Singapore,Diversified,['Diversified'],,,True,Decreased
2016,3,1367,1.3 B,Tisch,Wilma,Wilma Tisch,1927-06-25,88,Female,United States,United States,New York,Finance and Investments,['Finance and Investments'],,,False,Decreased
2016,3,1367,1.3 B,Troutt,Kenny,Kenny Troutt,1948-01-08,68,Male,United States,United States,Dallas,Telecom,['Telecom'],,,True,Decreased
2016,3,1367,1.3 B,Van Der Leegte,Wim,Wim Van Der Leegte,1947-08-23,68,Male,Netherlands,Netherlands,Eindhoven,Manufacturing,['Manufacturing'],,,False,Decreased
2016,3,1367,1.3 B,Villar,Manuel,Manuel Villar,1949-12-13,66,Male,Philippines,Philippines,Manila,Real Estate,['Real Estate'],,,True,Decreased
2016,3,1367,1.3 B,Vijitpongpun,Thongma,Thongma Vijitpongpun,1957-07-08,57,Male,Thailand,Thailand,Bangkok,Real Estate,['Real Estate'],,,True,Decreased
2016,3,1367,1.3 B,Waislitz,Heloise,Heloise Pratt,1962-09-13,53,Female,Australia,Australia,Melbourne,Manufacturing,['Manufacturing'],,,False,Decreased
2016,3,1367,1.3 B,Wang,Chaobin,Wang Chaobin,1956-01-01,60,Male,China,China,Zhengzhou,Real Estate,['Real Estate'],,,True,
2016,3,1367,1.3 B,Wang,Han,Wang Han,1987-08-01,28,Male,China,China,Shanghai,Diversified,['Diversified'],,,False,
2016,3,1367,1.3 B,Wietlisbach,Urs,Urs Wietlisbach,1961-08-25,54,Male,Switzerland,Switzerland,Zug,Finance and Investments,['Finance and Investments'],,,True,
2016,3,1367,1.3 B,Wilks,Dan,Dan Wilks,1956-05-30,59,Male,United States,United States,Cisco,Energy,['Energy'],,,True,Decreased
2016,3,1367,1.3 B,Wilks,Farris,Farris Wilks,1952-02-09,64,Male,United States,United States,Cisco,Energy,['Energy'],,,True,Decreased
2016,3,1367,1.3 B,Williams,Evan,Evan Williams,1972-03-31,43,Male,United States,United States,San Francisco,Technology,['Technology'],Twitter,Entrepreneur,True,Decreased
2016,3,1367,1.3 B,Wu,Gang,Wu Gang,1977-01-01,39,Male,China,China,Beijing,Finance and Investments,['Finance and Investments'],,,True,
2016,3,1367,1.3 B,Wu,Xushun,Wu Xushun & family,1948-04-28,67,Male,China,China,Wuhu,Diversified,['Diversified'],,,True,
2016,3,1367,1.3 B,Wynn,Elaine,Elaine Wynn,1942-04-28,73,Female,United States,United States,Las Vegas,Gambling & Casinos,['Gambling & Casinos'],"Wynn Las Vegas, LLC",Board Member,True,Decreased
2016,3,1367,1.3 B,Yasuda,Takao,Takao Yasuda,1949-05-07,66,Male,Japan,Japan,Tokyo,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2016,3,1367,1.3 B,Yuan,Fugen,Yuan Fugen & family,1950-11-15,65,Male,China,China,Suzhou,Manufacturing,['Manufacturing'],,,True,
2016,3,1367,1.3 B,Zhang,Bangxin,Zhang Bangxin,1980-01-01,36,Male,China,China,Beijing,Service,['Service'],,,True,
2016,3,1367,1.3 B,Zhang,Kaiyuan,Zhang Kaiyuan,1954-06-22,61,Male,China,China,Beijing,Manufacturing,['Manufacturing'],,,True,
2016,3,1367,1.3 B,Zhang,Zhangsun,Zhang Zhangsun & family,1957-01-01,59,Male,China,China,Beijing,Real Estate,['Real Estate'],,,True,
2016,3,1367,1.3 B,Zheng,Xiaodong,Zheng Xiaodong,1964-03-01,52,Male,China,China,Shanghai,Manufacturing,['Manufacturing'],,,True,
2016,3,1367,1.3 B,Zhu,Chongyun,Zhu Chongyun & family,1964-09-09,51,Female,China,China,Shenzhen,Fashion & Retail,['Fashion & Retail'],,,True,Remained Even
2016,3,1367,1.3 B,Zimmermann von Siefart ,Susanne,Susanne Zimmermann von Siefart ,1957-01-01,59,Female,Germany,Germany,Aschau,Manufacturing,['Manufacturing'],,,False,
2016,3,1367,1.3 B,Zorlu,Ahmet Nazif,Ahmet Nazif Zorlu,1944-08-28,71,Male,Turkey,Turkey,Istanbul,Diversified,['Diversified'],,,True,Decreased
2016,3,1476,1.2 B,Agalarov,Aras,Aras Agalarov,1955-11-08,60,Male,Russia,Russia,Moscow,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2016,3,1476,1.2 B,Agaoglu,Ali Ibrahim,Ali Ibrahim Agaoglu,1954-03-03,61,Male,Turkey,Turkey,Istanbul,Construction & Engineering,['Construction & Engineering'],,,True,Decreased
2016,3,1476,1.2 B,Agarwal,Anil,Anil Agarwal,1953-09-07,62,Male,India,United Kingdom,London,Metals & Mining,['Metals & Mining'],,,True,Decreased
2016,3,1476,1.2 B,Alter,Maurice,Maurice Alter,1925-03-30,90,Male,Australia,Australia,Melbourne,Real Estate,['Real Estate'],,,True,Remained Even
2016,3,1476,1.2 B,Andresen,Alexandra,Alexandra Andresen,1996-07-23,19,Female,Norway,Norway,Oslo,Diversified,['Diversified'],,,False,
2016,3,1476,1.2 B,Andresen,Katharina,Katharina Andresen,1995-05-21,20,Female,Norway,Netherlands,Amsterdam,Diversified,['Diversified'],,,False,
2016,3,1476,1.2 B,Angelini Rossi,Roberto,Roberto Angelini Rossi,1948-07-30,67,Male,Chile,Chile,Santiago,Diversified,['Diversified'],,,False,Decreased
2016,3,1476,1.2 B,Anisimov,Vasily,Vasily Anisimov,1951-09-19,64,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,True,Decreased
2016,3,1476,1.2 B,Ao,Xiaoqiang,Ao Xiaoqiang,1964-03-27,51,Male,China,China,Beijing,Manufacturing,['Manufacturing'],,,True,
2016,3,1476,1.2 B,Baba,Naruatsu,Naruatsu Baba,1978-01-07,38,Male,Japan,Japan,Tokyo,Technology,['Technology'],,,True,Decreased
2016,3,1476,1.2 B,Bansal,Binny,Binny Bansal,1982-12-03,33,Male,India,India,Bangalore,Technology,['Technology'],,,True,
2016,3,1476,1.2 B,Bansal,Sachin,Sachin Bansal,1981-08-05,34,Male,India,India,Bangalore,Fashion & Retail,['Fashion & Retail'],,,True,
2016,3,1476,1.2 B,Boguslavsky,Leonid,Leonid Boguslavsky,1951-06-17,64,Male,Russia,Russia,Moscow,Finance and Investments,['Finance and Investments'],,,True,
2016,3,1476,1.2 B,Boyko,Oleg,Oleg Boyko,1964-09-28,51,Male,Russia,Switzerland,Lipperswil,Diversified,['Diversified'],,,True,Decreased
2016,3,1476,1.2 B,Braun,Anna Maria,Anna Maria Braun,1979-01-01,37,Female,Germany,Germany,Melsungen,Healthcare,['Healthcare'],,,False,
2016,3,1476,1.2 B,Braun,Johanna,Johanna Braun,1980-01-01,36,Female,Germany,Germany,Melsungen,Healthcare,['Healthcare'],,,False,
2016,3,1476,1.2 B,Braun,Karl Friedrich,Karl Friedrich Braun,1983-01-01,33,Male,Germany,Germany,Melsungen,Healthcare,['Healthcare'],,,False,
2016,3,1476,1.2 B,Braun,Ludwig Theodor,Ludwig Theodor Braun,1990-01-01,26,Male,Germany,Germany,Melsungen,Healthcare,['Healthcare'],,,False,
2016,3,1476,1.2 B,Bulgari,Nicola,Nicola Bulgari,1941-01-16,75,Male,Italy,Italy,Rome,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2016,3,1476,1.2 B,Bulgari,Paolo,Paolo Bulgari,1937-09-08,78,Male,Italy,Italy,Rome,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2016,3,1476,1.2 B,Burelle,Jean,Jean Burelle,1939-01-01,77,Male,France,France,Paris,Automotive,['Automotive'],,,False,Increased
2016,3,1476,1.2 B,Burelle,Laurent,Laurent Burelle,1949-10-01,66,Male,France,France,Paris,Automotive,['Automotive'],,,False,Increased
2016,3,1476,1.2 B,Cai,Xiaoru,Cai Xiaoru,1979-10-04,36,Male,China,China,Zhongshan,Technology,['Technology'],,,True,
2016,3,1476,1.2 B,Cao,Kejian,Cao Kejian,1962-04-10,53,Male,China,China,Quzhou,Manufacturing,['Manufacturing'],,,True,Decreased
2016,3,1476,1.2 B,Chen,Qingzhou,Chen Qingzhou & family,1965-11-13,50,Male,China,China,Shenzhen,Telecom,['Telecom'],,,True,
2016,3,1476,1.2 B,Chen,Yansheng,Chen Yansheng & family,1970-11-01,45,Male,China,China,Guangzhou,Diversified,['Diversified'],,,True,
2016,3,1476,1.2 B,Cheng,Xianfeng,Cheng Xianfeng,1968-12-01,47,Male,China,China,Hefei,Healthcare,['Healthcare'],,,True,
2016,3,1476,1.2 B,Coucke,Marc,Marc Coucke,1965-01-27,51,Male,Belgium,Belgium,Merelbeke,Healthcare,['Healthcare'],,,True,Decreased
2016,3,1476,1.2 B,Davis,Jim,Jim Davis,1960-03-13,55,Male,United States,United States,Cockeysville,Service,['Service'],,,True,Increased
2016,3,1476,1.2 B,Del Pino y Calvo-Sotelo,Maria,Maria Del Pino y Calvo-Sotelo,1956-03-19,59,Female,Spain,Spain,Madrid,Construction & Engineering,['Construction & Engineering'],,,False,Decreased
2016,3,1476,1.2 B,Della Valle,Andrea,Andrea Della Valle,1965-09-01,50,Male,Italy,Italy,Casette D'ete,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2016,3,1476,1.2 B,Dinesh,K.,K. Dinesh,1954-06-06,61,Male,India,India,Bangalore,Technology,['Technology'],,,True,Decreased
2016,3,1476,1.2 B,Dizdar,Sefik Yilmaz,Sefik Yilmaz Dizdar,1938-03-16,77,Male,Turkey,Turkey,Istanbul,Fashion & Retail,['Fashion & Retail'],,,True,
2016,3,1476,1.2 B,Dzhaparidze,Alexander,Alexander Dzhaparidze,1955-07-20,60,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Decreased
2016,3,1476,1.2 B,Ebner,Martin,Martin Ebner,1945-08-01,70,Male,Switzerland,Switzerland,Wilen,Finance and Investments,['Finance and Investments'],,,True,Returned to List
2016,3,1476,1.2 B,Edelstenne,Charles,Charles Edelstenne,1938-01-03,78,Male,France,France,Paris,Manufacturing,['Manufacturing'],,,True,Increased
2016,3,1476,1.2 B,Fegel,Gary,Gary Fegel,1974-01-01,42,Male,Switzerland,Switzerland,Zurich,Metals & Mining,['Metals & Mining'],,,True,Remained Even
2016,3,1476,1.2 B,Fetisov,Gleb,Gleb Fetisov,1966-06-05,49,Male,Russia,Russia,Moscow,Telecom,['Telecom'],,,True,Remained Even
2016,3,1476,1.2 B,Firodia,Abhay,Abhay Firodia,1944-11-05,71,Male,India,India,Pune,Automotive,['Automotive'],,,False,Increased
2016,3,1476,1.2 B,Foster,Paul,Paul Foster,1957-10-08,58,Male,United States,United States,El Paso,Energy,['Energy'],Western Refining,Chairman,True,Decreased
2016,3,1476,1.2 B,Gehlaut,Sameer,Sameer Gehlaut,1974-03-03,41,Male,India,India,Mumbai,Finance and Investments,['Finance and Investments'],,,True,Decreased
2016,3,1476,1.2 B,Geng,Jianming,Geng Jianming & family,1962-09-01,53,Male,China,China,Langfang,Real Estate,['Real Estate'],,,True,Decreased
2016,3,1476,1.2 B,Gertler,Dan,Dan Gertler,1973-12-23,42,Male,Israel,Israel,Bnei Brak,Metals & Mining,['Metals & Mining'],,,False,Decreased
2016,3,1476,1.2 B,Godin,Serge,Serge Godin,1949-11-17,66,Male,Canada,Canada,Westmount,Technology,['Technology'],CGI Group,Entrepreneur,True,Remained Even
2016,3,1476,1.2 B,Hariri,Ayman,Ayman Hariri,1978-05-16,37,Male,Lebanon,Saudi Arabia,Riyadh,Construction & Engineering,['Construction & Engineering'],,,False,Increased
2016,3,1476,1.2 B,Hariri,Fahd,Fahed Hariri,1980-12-29,35,Male,Lebanon,France,Paris,Construction & Engineering,['Construction & Engineering'],,,False,Increased
2016,3,1476,1.2 B,Harp Helu,Alfredo,Alfredo Harp Helu & family,1944-03-11,71,Male,Mexico,Mexico,Mexico City,Finance and Investments,['Finance and Investments'],,,True,Decreased
2016,3,1476,1.2 B,Hastings,Reed,Reed Hastings,1960-10-08,55,Male,United States,United States,Santa Cruz,Media & Entertainment,['Media & Entertainment'],,,True,Increased
2016,3,1476,1.2 B,Hayne,Richard,Richard Hayne,1947-09-01,68,Male,United States,United States,Philadelphia,Fashion & Retail,['Fashion & Retail'],Urban Outfitters,"Chairman, President & Chief Executive Officer",True,Decreased
2016,3,1476,1.2 B,Ho,Lawrence,Lawrence Ho,1977-01-16,39,Male,Hong Kong,Hong Kong,Hong Kong,Gambling & Casinos,['Gambling & Casinos'],,,False,Decreased
2016,3,1476,1.2 B,Horejsi,Stewart,Stewart Horejsi & family,1937-09-19,78,Male,United States,United States,Phoenix,Finance and Investments,['Finance and Investments'],,,True,Decreased
2016,3,1476,1.2 B,Huang,Chulong,Huang Chulong,1959-01-01,57,Male,Canada,China,Shenzhen,Real Estate,['Real Estate'],,,True,Increased
2016,3,1476,1.2 B,Hur,Young-In,Hur Young-In,1949-05-17,66,Male,South Korea,South Korea,Seoul,Food and Beverage,['Food and Beverage'],Paris-Croissant Food,,False,
2016,3,1476,1.2 B,Jackman,Hal,Hal Jackman,1932-06-10,83,Male,Canada,Canada,Toronto,Finance and Investments,['Finance and Investments'],,,True,Increased
2016,3,1476,1.2 B,Jain,Devendra,Devendra Jain,1929-03-02,86,Male,India,India,Delhi,Manufacturing,['Manufacturing'],,,False,Decreased
2016,3,1476,1.2 B,Jarislowsky,Stephen,Stephen Jarislowsky,1925-09-09,90,Male,Canada,Canada,Montreal,Finance and Investments,['Finance and Investments'],Jarislowsky &#38; Fraser,Cofounder and Chairman,True,Decreased
2016,3,1476,1.2 B,Kalyanaraman,T.S.,T.S. Kalyanaraman,1947-05-23,68,Male,India,India,Thrissur,Fashion & Retail,['Fashion & Retail'],,,True,Increased
